1478193192.601755,0260,8,1b,21,25,30,08,96,58,32,R
1478193192.601987,02a0,8,60,00,95,1c,97,02,bd,00,R
1478193192.602222,0329,8,86,bb,7f,14,11,20,00,14,R
1478193192.602453,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.602699,0545,8,d8,6c,00,8b,00,00,00,00,R
1478193192.602930,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.603462,0002,8,00,00,00,00,00,03,09,2b,R
1478193192.603700,0153,8,00,21,10,ff,00,ff,00,00,R
1478193192.604042,0130,8,0a,80,00,ff,09,80,09,db,R
1478193192.604281,0131,8,05,80,00,00,36,7f,09,ce,R
1478193192.604523,0140,8,00,00,00,00,14,20,29,13,R
1478193192.604773,02c0,8,15,00,00,00,00,00,00,00,R
1478193192.605005,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.607463,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.608573,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.609707,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.610847,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.611084,0316,8,05,21,34,0d,21,1d,00,70,R
1478193192.611326,018f,8,fe,50,00,00,00,4b,00,00,R
1478193192.611555,0260,8,1a,21,24,30,08,96,5d,0c,R
1478193192.611790,02a0,8,00,00,95,1c,97,02,bd,00,R
1478193192.612024,0329,8,86,bb,7f,14,11,20,00,14,R
1478193192.612257,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.612508,04f0,8,00,00,00,80,00,67,d1,13,R
1478193192.612749,0545,8,d8,00,00,8b,00,00,00,00,R
1478193192.613141,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.613464,0430,8,00,00,00,00,00,00,00,00,R
1478193192.613712,04b1,8,00,00,00,00,00,00,00,00,R
1478193192.613961,01f1,8,08,00,00,00,00,00,00,00,R
1478193192.614198,0153,8,00,21,10,ff,00,ff,00,00,R
1478193192.614444,0002,8,00,00,00,00,00,03,0a,0c,R
1478193192.614694,02c0,8,15,00,00,00,00,00,00,00,R
1478193192.614927,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.615177,0130,8,0a,80,00,ff,0e,80,0a,76,R
1478193192.615413,0131,8,00,80,00,00,42,7f,0a,93,R
1478193192.615656,0140,8,00,00,00,00,16,20,2a,37,R
1478193192.615894,0350,8,05,20,44,68,77,00,00,7e,R
1478193192.616125,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.616591,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.616848,0370,8,00,20,00,00,00,00,00,00,R
1478193192.617086,043f,8,10,40,60,ff,78,a5,0c,00,R
1478193192.617326,0440,8,ff,00,00,00,ff,a5,0c,00,R
1478193192.617728,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.617972,00a0,8,65,84,34,0d,00,20,02,00,R
1478193192.618211,00a1,8,8c,85,00,00,27,00,00,00,R
1478193192.618852,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.619970,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.620972,0316,8,05,21,34,0d,21,1e,00,70,R
1478193192.621214,018f,8,fe,50,00,00,00,4b,00,00,R
1478193192.621442,0260,8,1a,21,25,30,08,96,5d,1c,R
1478193192.621676,02a0,8,20,00,95,1c,97,02,bd,00,R
1478193192.621911,0329,8,86,bb,7f,14,11,20,00,14,R
1478193192.622143,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.622401,0545,8,d8,00,00,8b,00,00,00,00,R
1478193192.622628,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.623409,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.623661,0002,8,00,00,00,00,00,03,0b,11,R
1478193192.623897,0153,8,00,21,10,ff,00,ff,00,00,R
1478193192.624135,0130,8,09,80,00,ff,18,80,0b,91,R
1478193192.624370,0131,8,fb,7f,00,00,4b,7f,0b,98,R
1478193192.624611,0140,8,00,00,00,00,18,24,2b,0e,R
1478193192.624861,02c0,8,15,00,00,00,00,00,00,00,R
1478193192.625093,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.625673,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.625916,0350,8,05,20,54,68,77,00,00,6e,R
1478193192.626689,043f,8,10,40,60,ff,78,a3,0c,00,R
1478193192.626933,0370,8,00,20,00,00,00,00,00,00,R
1478193192.630890,04f0,8,00,00,00,80,00,67,d1,13,R
1478193192.631170,0316,8,05,21,34,0d,21,1e,00,70,R
1478193192.631413,018f,8,fe,50,00,00,00,4b,00,00,R
1478193192.631640,0260,8,1a,21,25,30,08,96,5d,2d,R
1478193192.631872,02a0,8,40,00,95,1c,97,02,bd,00,R
1478193192.632107,0329,8,86,bb,7f,14,11,20,00,14,R
1478193192.632339,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.632590,0545,8,d8,00,00,8b,00,00,00,00,R
1478193192.632821,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.633465,0430,8,00,00,00,00,00,00,00,00,R
1478193192.633695,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.633952,04b1,8,00,00,00,00,00,00,00,00,R
1478193192.634200,01f1,8,08,00,00,00,00,00,00,00,R
1478193192.634438,0153,8,00,21,10,ff,00,ff,00,00,R
1478193192.634682,0002,8,00,00,00,00,00,03,0c,42,R
1478193192.634932,02c0,8,15,00,00,00,00,00,00,00,R
1478193192.635172,0130,8,05,80,00,ff,1f,80,0c,f3,R
1478193192.635407,0131,8,f2,7f,00,00,4d,7f,0c,41,R
1478193192.635653,0140,8,00,00,00,00,1a,00,2c,06,R
1478193192.635885,0350,8,05,20,64,68,77,00,00,5e,R
1478193192.636116,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.636264,05f0,2,01,00,R
1478193192.636495,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.636755,0370,8,00,20,00,00,00,00,00,00,R
1478193192.636992,043f,8,10,40,60,ff,78,a5,0c,00,R
1478193192.637224,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.637473,0440,8,ff,00,00,00,ff,a5,0c,00,R
1478193192.638233,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.639374,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.640418,0690,8,00,00,01,00,a0,02,00,00,R
1478193192.640649,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.640982,0316,8,05,21,58,0d,21,1e,00,70,R
1478193192.641223,018f,8,fe,50,00,00,00,4b,00,00,R
1478193192.641454,0260,8,1a,21,24,30,08,96,5d,3f,R
1478193192.641686,02a0,8,60,00,95,1c,97,02,bd,00,R
1478193192.641920,0329,8,86,bb,7f,14,11,20,00,14,R
1478193192.642153,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.644385,0131,8,f2,7f,00,00,47,7f,0d,53,R
1478193192.650691,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.650943,04f0,8,00,00,00,80,00,67,d1,13,R
1478193192.651183,018f,8,fe,50,00,00,00,4b,00,00,R
1478193192.651415,0260,8,19,20,24,30,08,96,5e,0d,R
1478193192.651652,02a0,8,00,00,95,1c,97,02,bd,00,R
1478193192.651885,0316,8,05,20,58,0d,20,1d,00,70,R
1478193192.652117,0329,8,86,bb,7f,14,11,20,00,14,R
1478193192.652350,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.652601,0545,8,d8,00,00,8b,00,00,00,00,R
1478193192.652996,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.653488,0430,8,00,00,00,00,00,00,00,00,R
1478193192.653735,04b1,8,00,00,00,00,00,00,00,00,R
1478193192.653984,01f1,8,08,00,00,00,00,00,00,00,R
1478193192.654221,0153,8,00,21,10,ff,00,ff,00,00,R
1478193192.654469,0002,8,00,00,00,00,00,04,0e,81,R
1478193192.654720,02c0,8,15,00,00,00,00,00,00,00,R
1478193192.654955,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.655204,0130,8,03,80,00,ff,12,80,0e,9f,R
1478193192.655438,0131,8,05,80,00,00,37,7f,0e,12,R
1478193192.655682,0140,8,00,00,00,00,04,20,2e,58,R
1478193192.655919,0350,8,05,20,84,68,77,00,00,be,R
1478193192.656153,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.656474,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.656732,0370,8,00,20,00,00,00,00,00,00,R
1478193192.656973,043f,8,10,40,60,ff,78,ac,0c,00,R
1478193192.657217,0440,8,ff,00,00,00,ff,ac,0c,00,R
1478193192.657615,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.658757,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.659896,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.660952,0316,8,05,21,58,0d,21,1e,00,70,R
1478193192.661191,018f,8,fe,50,00,00,00,4b,00,00,R
1478193192.661423,0260,8,19,21,24,30,08,96,5f,1c,R
1478193192.661658,02a0,8,20,00,95,1c,97,02,bd,00,R
1478193192.661890,0329,8,dc,bb,7f,14,11,20,00,14,R
1478193192.662122,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.662373,0545,8,d8,00,00,8b,00,00,00,00,R
1478193192.662604,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.663295,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.663553,0002,8,00,00,00,00,00,04,0f,9c,R
1478193192.663791,0153,8,00,21,10,ff,00,ff,00,00,R
1478193192.664044,0130,8,05,80,00,ff,09,80,0f,c9,R
1478193192.664283,0131,8,05,80,00,00,27,7f,0f,17,R
1478193192.664525,0140,8,00,00,00,00,06,20,2f,46,R
1478193192.664776,02c0,8,15,00,00,00,00,00,00,00,R
1478193192.665007,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.665540,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.665810,0350,8,05,20,94,68,77,00,00,ae,R
1478193192.666672,043f,8,10,40,60,ff,78,ac,0c,00,R
1478193192.666920,0370,8,00,20,00,00,00,00,00,00,R
1478193192.667152,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.667405,0440,8,ff,00,00,00,ff,ac,0c,00,R
1478193192.667816,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.668958,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.670093,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.671156,0316,8,05,20,60,0d,20,1e,00,70,R
1478193192.671396,018f,8,fe,50,00,00,00,4b,00,00,R
1478193192.671630,0260,8,19,20,24,30,08,96,5e,2f,R
1478193192.671861,02a0,8,40,00,95,1c,97,02,bd,00,R
1478193192.672098,0329,8,dc,bb,7f,14,11,20,00,14,R
1478193192.672326,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.672577,04f0,8,00,00,00,80,00,67,d1,13,R
1478193192.672809,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.673053,0545,8,d8,66,00,8b,00,00,00,00,R
1478193192.673479,0430,8,00,00,00,00,00,00,00,00,R
1478193192.673711,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.673967,04b1,8,00,00,00,00,00,00,00,00,R
1478193192.674215,01f1,8,08,00,00,00,00,00,00,00,R
1478193192.674453,0153,8,00,21,10,ff,00,ff,00,00,R
1478193192.674703,0002,8,00,00,00,00,00,04,00,27,R
1478193192.674953,02c0,8,15,00,00,00,00,00,00,00,R
1478193192.675195,0130,8,05,80,00,ff,08,80,00,fd,R
1478193192.675440,0131,8,00,80,00,00,20,7f,00,12,R
1478193192.675687,0140,8,00,00,00,00,08,20,20,f4,R
1478193192.675920,0350,8,05,20,a4,68,77,00,00,9e,R
1478193192.676153,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.676469,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.676747,0370,8,00,20,00,00,00,00,00,00,R
1478193192.676963,043f,8,10,40,60,ff,78,af,0c,00,R
1478193192.677196,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.677447,0440,8,ff,00,00,00,ff,af,0c,00,R
1478193192.678098,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.679221,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.680341,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.680954,0316,8,05,20,60,0d,20,1e,00,70,R
1478193192.681197,018f,8,fe,50,00,00,00,4b,00,00,R
1478193192.681429,0260,8,19,20,24,30,08,96,61,3e,R
1478193192.681666,02a0,8,60,00,95,1c,97,02,bd,00,R
1478193192.681893,0329,8,dc,bb,7f,14,11,20,00,14,R
1478193192.682125,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.682380,0545,8,d8,00,00,8c,00,00,00,00,R
1478193192.682608,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.683468,0002,8,00,00,00,00,00,04,01,3a,R
1478193192.683682,0153,8,00,21,10,ff,00,ff,00,00,R
1478193192.683914,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.684163,0130,8,03,80,00,ff,09,80,01,bc,R
1478193192.692772,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.693471,0430,8,00,00,00,00,00,00,00,00,R
1478193192.693718,04b1,8,00,00,00,00,00,00,00,00,R
1478193192.693966,01f1,8,08,00,00,00,00,00,00,00,R
1478193192.694204,0153,8,00,21,10,ff,00,ff,00,00,R
1478193192.694453,0002,8,00,00,00,00,00,05,02,51,R
1478193192.694703,02c0,8,15,00,00,00,00,00,00,00,R
1478193192.694935,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.695182,0130,8,02,80,00,ff,08,80,02,49,R
1478193192.695418,0131,8,fb,7f,00,00,32,7f,02,a6,R
1478193192.695657,0140,8,00,00,00,00,02,21,22,8d,R
1478193192.695896,0350,8,05,20,c4,68,77,00,00,fe,R
1478193192.696127,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.696442,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.696707,043f,8,10,40,60,ff,78,b8,0c,00,R
1478193192.696957,0370,8,00,20,00,00,00,00,00,00,R
1478193192.697199,0440,8,ff,00,00,00,ff,b8,0c,00,R
1478193192.697430,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.698468,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.699607,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.700743,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.700986,0316,8,05,20,60,0d,20,1e,00,70,R
1478193192.701227,018f,8,fe,50,00,00,00,4b,00,00,R
1478193192.701457,0260,8,19,20,24,30,08,96,61,1c,R
1478193192.701692,02a0,8,20,00,95,1c,97,02,bd,00,R
1478193192.701923,0329,8,dc,bb,7f,14,11,20,00,14,R
1478193192.702156,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.702405,0545,8,d8,00,00,8a,00,00,00,00,R
1478193192.703029,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.703442,0002,8,00,00,00,00,00,05,03,4c,R
1478193192.703679,0153,8,00,21,10,ff,00,ff,00,00,R
1478193192.704040,0130,8,02,80,00,ff,0c,80,03,52,R
1478193192.704279,0131,8,00,80,00,00,34,7f,03,2b,R
1478193192.704519,0140,8,00,00,00,00,04,25,23,b8,R
1478193192.704769,02c0,8,15,00,00,00,00,00,00,00,R
1478193192.705005,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.705330,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.705803,0350,8,05,20,d4,68,77,00,00,ee,R
1478193192.706479,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.706725,043f,8,10,40,60,ff,78,b8,0c,00,R
1478193192.706974,0370,8,00,20,00,00,00,00,00,00,R
1478193192.707216,0440,8,ff,00,00,00,ff,b8,0c,00,R
1478193192.707609,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.708728,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.709848,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.710969,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.711220,018f,8,fe,50,00,00,00,4b,00,00,R
1478193192.711450,0260,8,19,20,24,30,08,96,66,28,R
1478193192.711685,02a0,8,40,00,95,1c,97,02,bd,00,R
1478193192.711925,0316,8,05,20,80,0d,20,1e,00,70,R
1478193192.712157,0329,8,dc,bb,7f,14,11,20,00,14,R
1478193192.712388,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.712639,04f0,8,00,00,00,80,00,67,d1,13,R
1478193192.712881,0545,8,d8,65,00,8c,00,00,00,00,R
1478193192.713239,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.713501,0430,8,00,00,00,00,00,00,00,00,R
1478193192.713749,04b1,8,00,00,00,00,00,00,00,00,R
1478193192.713997,01f1,8,08,00,00,00,00,00,00,00,R
1478193192.714236,0153,8,00,21,10,ff,00,ff,00,00,R
1478193192.714485,0002,8,00,00,00,00,00,05,04,1f,R
1478193192.714735,02c0,8,15,00,00,00,00,00,00,00,R
1478193192.714968,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.717364,0440,8,ff,00,00,00,ff,c1,0c,00,R
1478193192.717763,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.718012,00a0,8,61,84,80,0d,00,20,02,00,R
1478193192.718250,00a1,8,8d,86,00,00,25,00,00,00,R
1478193192.718903,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.720040,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.720932,0316,8,05,20,80,0d,20,1e,00,70,R
1478193192.721174,018f,8,fe,50,00,00,00,4b,00,00,R
1478193192.721405,0260,8,16,20,23,30,08,96,64,3f,R
1478193192.721637,02a0,8,60,00,95,1c,97,02,bd,00,R
1478193192.724614,0140,8,00,00,00,00,08,20,25,9d,R
1478193192.724864,02c0,8,15,00,00,00,00,00,00,00,R
1478193192.725095,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.725668,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.725913,0350,8,05,20,f4,68,77,00,00,ce,R
1478193192.726724,043f,8,10,40,60,ff,78,cb,0c,00,R
1478193192.726974,0370,8,00,20,00,00,00,00,00,00,R
1478193192.727205,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.727458,0440,8,ff,00,00,00,ff,cb,0c,00,R
1478193192.727943,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.729096,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.730234,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.730863,04f0,8,00,00,00,80,00,67,d1,13,R
1478193192.731095,018f,8,fe,50,00,00,00,4b,00,00,R
1478193192.731326,0260,8,16,20,23,30,08,96,64,0c,R
1478193192.731562,02a0,8,00,00,95,1c,97,02,bd,00,R
1478193192.731804,0316,8,05,20,80,0d,20,1e,00,70,R
1478193192.732037,0329,8,dc,bb,7f,14,11,20,00,14,R
1478193192.732269,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.732517,0545,8,d8,00,00,8a,00,00,00,00,R
1478193192.740362,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.740615,0690,8,00,00,01,00,a0,02,00,00,R
1478193192.740907,0316,8,05,1f,98,0d,1f,1e,00,70,R
1478193192.741151,018f,8,fe,50,00,00,00,4b,00,00,R
1478193192.741382,0260,8,16,1f,23,30,08,98,63,1c,R
1478193192.741617,02a0,8,20,00,95,1c,97,02,bd,00,R
1478193192.741850,0329,8,0c,bb,7f,14,11,20,00,14,R
1478193192.742084,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.742329,0545,8,d8,63,00,8b,00,00,00,00,R
1478193192.742694,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.743435,0002,8,00,00,00,00,00,06,07,ec,R
1478193192.743673,0153,8,00,21,10,ff,00,ff,00,00,R
1478193192.743907,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.744151,0130,8,07,80,00,ff,34,80,07,36,R
1478193192.744387,0131,8,fb,7f,00,00,58,7f,07,90,R
1478193192.744630,0140,8,00,00,00,00,02,20,27,a8,R
1478193192.744879,02c0,8,15,00,00,00,00,00,00,00,R
1478193192.745112,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.745836,0350,8,05,20,14,68,77,00,00,2e,R
1478193192.746173,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.746680,043f,8,10,40,60,ff,78,d7,0c,00,R
1478193192.746929,0370,8,00,20,00,00,00,00,00,00,R
1478193192.747171,0440,8,ff,00,00,00,ff,d7,0c,00,R
1478193192.747402,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.748448,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.749566,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.750686,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.750946,04f0,8,00,00,00,80,00,67,d1,13,R
1478193192.751180,018f,8,fe,50,00,00,00,4b,00,00,R
1478193192.751413,0260,8,16,1f,23,30,08,98,64,2c,R
1478193192.751645,02a0,8,40,00,95,1c,97,02,bd,00,R
1478193192.751881,0316,8,05,1f,98,0d,1f,1e,00,70,R
1478193192.752115,0329,8,0c,bb,7f,14,11,20,00,14,R
1478193192.752601,0545,8,d8,00,00,8c,00,00,00,00,R
1478193192.752972,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.753455,0430,8,00,00,00,00,00,00,00,00,R
1478193192.753702,04b1,8,00,00,00,00,00,00,00,00,R
1478193192.753949,01f1,8,08,00,00,00,00,00,00,00,R
1478193192.754186,0153,8,00,21,10,ff,00,ff,00,00,R
1478193192.754432,0002,8,00,00,00,00,00,06,08,57,R
1478193192.759795,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.760891,0316,8,05,1f,98,0d,1f,1e,00,70,R
1478193192.761133,018f,8,fe,50,00,00,00,4b,00,00,R
1478193192.761364,0260,8,16,1f,23,30,08,98,65,3c,R
1478193192.761596,02a0,8,60,00,95,1c,97,02,bd,00,R
1478193192.761830,0329,8,0c,bb,7f,14,11,20,00,14,R
1478193192.762062,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.762314,0545,8,d8,00,00,8b,00,00,00,00,R
1478193192.762545,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.763217,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.763470,0002,8,00,00,00,00,00,06,09,4a,R
1478193192.763706,0153,8,00,21,10,ff,00,ff,00,00,R
1478193192.763961,02c0,8,15,00,00,00,00,00,00,00,R
1478193192.764198,0130,8,fa,7f,00,ff,1b,80,09,60,R
1478193192.764432,0131,8,e9,7f,00,00,40,7f,09,21,R
1478193192.764675,0140,8,00,00,00,00,06,32,29,24,R
1478193192.764907,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.765483,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.765825,0350,8,05,20,34,68,77,00,00,0e,R
1478193192.766601,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.766859,0370,8,00,20,00,00,00,00,00,00,R
1478193192.767097,043f,8,10,40,60,ff,78,e5,0c,00,R
1478193192.769979,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.770901,0316,8,05,1f,98,0d,1f,1e,00,70,R
1478193192.775101,0130,8,fa,7f,00,ff,10,80,0a,c7,R
1478193192.780859,0316,8,05,1e,a8,0d,1e,1e,00,70,R
1478193192.781098,018f,8,fe,50,00,00,00,4b,00,00,R
1478193192.781325,0260,8,15,1e,23,30,08,98,63,1e,R
1478193192.781559,02a0,8,20,00,95,1c,97,02,bd,00,R
1478193192.781794,0329,8,0c,bb,7f,14,11,20,00,14,R
1478193192.782028,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.782271,0545,8,d8,63,00,8c,00,00,00,00,R
1478193192.782501,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.783425,0002,8,00,00,00,00,00,06,0b,70,R
1478193192.783659,0153,8,00,21,10,ff,00,ff,00,00,R
1478193192.783891,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.784137,0130,8,fa,7f,00,ff,10,80,0b,da,R
1478193192.784376,0131,8,00,80,00,00,38,7f,0b,c9,R
1478193192.784617,0140,8,00,00,00,00,0a,22,2b,a0,R
1478193192.789192,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.790327,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.790921,04f0,8,00,00,00,80,00,67,d1,13,R
1478193192.791161,018f,8,fe,50,00,00,00,4b,00,00,R
1478193192.791391,0260,8,15,1e,23,30,08,98,62,20,R
1478193192.791623,02a0,8,40,00,95,1c,97,02,bd,00,R
1478193192.791855,0316,8,05,1e,a8,0d,1e,1e,00,70,R
1478193192.792090,0329,8,0c,bb,7f,14,11,20,00,14,R
1478193192.792323,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.792571,0545,8,d8,00,00,8c,00,00,00,00,R
1478193192.792803,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.793479,0430,8,00,00,00,00,00,00,00,00,R
1478193192.793721,04b1,8,00,00,00,00,00,00,00,00,R
1478193192.797186,0440,8,ff,00,00,00,ff,fa,0c,00,R
1478193192.798337,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.799475,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.800613,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.800918,0316,8,05,1e,a8,0d,1e,1e,00,70,R
1478193192.801159,018f,8,fe,50,00,00,00,4b,00,00,R
1478193192.801389,0260,8,16,1e,23,30,08,98,63,3f,R
1478193192.801621,02a0,8,60,00,95,1c,97,02,bd,00,R
1478193192.801855,0329,8,0c,bb,7f,14,11,20,00,14,R
1478193192.802088,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.802336,0545,8,d8,00,00,8a,00,00,00,00,R
1478193192.802876,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.803446,0002,8,00,00,00,00,00,06,0d,3e,R
1478193192.803685,0153,8,00,21,10,ff,00,ff,00,00,R
1478193192.805754,0350,8,05,20,74,68,77,00,00,4e,R
1478193192.806283,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.806659,043f,8,10,40,60,ff,78,01,0d,00,R
1478193192.806908,0370,8,00,20,00,00,00,00,00,00,R
1478193192.807150,0440,8,ff,00,00,00,ff,01,0d,00,R
1478193192.807456,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.808563,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.809704,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.810855,0316,8,05,1e,b8,0d,1e,1e,00,70,R
1478193192.811058,018f,8,fe,50,00,00,00,4b,00,00,R
1478193192.811287,0260,8,16,1e,22,30,08,98,62,0e,R
1478193192.811523,02a0,8,00,00,95,1c,97,02,bd,00,R
1478193192.811757,0329,8,0c,bb,7f,14,11,20,00,14,R
1478193192.811990,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.812240,04f0,8,00,00,00,80,00,67,d1,13,R
1478193192.812472,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.812718,0545,8,d8,62,00,8c,00,00,00,00,R
1478193192.813089,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.813437,0430,8,00,00,00,00,00,00,00,00,R
1478193192.813685,04b1,8,00,00,00,00,00,00,00,00,R
1478193192.813933,01f1,8,08,00,00,00,00,00,00,00,R
1478193192.815618,0140,8,00,00,00,00,10,29,2e,50,R
1478193192.820959,043f,8,01,45,60,ff,6b,00,00,00,T
1478193192.821193,0316,8,05,1e,b8,0d,1e,1e,00,70,R
1478193192.821437,018f,8,fe,50,00,00,00,4b,00,00,R
1478193192.821900,02a0,8,20,00,95,1c,97,02,bd,00,R
